,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ace_vaxinpad,0.8181818181818182,0.8067226890756303,0.8468468468468469,0.7758620689655172,0.7238095238095237,0.7857142857142857,0.8983050847457625,0.7213114754098362,0.849056603773585,0.8545454545454546,0.8928571428571428,0.7857142857142857,0.7326732673267327,0.7899159663865546,0.7692307692307692,0.8035714285714285,0.7047619047619049,0.8421052631578947,0.8,0.8108108108108107,0.7787610619469026,0.8070175438596491,0.7927927927927928,0.8448275862068966,0.8181818181818182,0.7787610619469026,0.8035714285714285,0.7592592592592592,0.7524752475247526,0.7719298245614035,0.8717948717948717,0.7563025210084033,0.8288288288288288,0.8070175438596491,0.7735849056603774,0.7678571428571429,0.819672131147541,0.7704918032786885,0.822429906542056,0.8545454545454546,0.7543859649122806,0.8392857142857142,0.8288288288288288,0.7889908256880733,0.8571428571428571,0.7603305785123967,0.8256880733944955,0.8245614035087719,0.7567567567567567,0.761904761904762
acp_anticp,0.7912087912087912,0.7474747474747475,0.7291666666666667,0.7555555555555555,0.7710843373493975,0.808080808080808,0.8444444444444444,0.7422680412371134,0.7906976744186047,0.7954545454545455,0.8181818181818183,0.7555555555555555,0.7572815533980582,0.7835051546391751,0.7951807228915663,0.8085106382978723,0.776470588235294,0.8316831683168316,0.8131868131868132,0.7499999999999999,0.8125,0.7083333333333334,0.7209302325581395,0.8210526315789474,0.735632183908046,0.7157894736842104,0.7727272727272727,0.7906976744186047,0.6744186046511628,0.6875,0.7586206896551724,0.7415730337078651,0.8222222222222222,0.7500000000000001,0.7865168539325843,0.7346938775510203,0.7640449438202247,0.7951807228915663,0.735632183908046,0.8,0.6966292134831461,0.8421052631578948,0.7578947368421052,0.7272727272727273,0.8333333333333333,0.7599999999999999,0.8125,0.7727272727272727,0.8095238095238095,0.707070707070707
acp_iacp,0.5714285714285714,0.76,0.7346938775510204,0.6046511627906976,0.7058823529411765,0.6,0.7755102040816326,0.6666666666666667,0.6363636363636364,0.7916666666666667,0.6666666666666666,0.8163265306122449,0.7234042553191489,0.7391304347826088,0.6666666666666666,0.7755102040816326,0.6521739130434783,0.7200000000000001,0.7916666666666667,0.6,0.6666666666666666,0.6956521739130435,0.7169811320754718,0.711111111111111,0.6818181818181819,0.7111111111111111,0.6666666666666667,0.7307692307692307,0.7755102040816326,0.76,0.7755102040816326,0.6666666666666666,0.7058823529411765,0.5853658536585367,0.7659574468085106,0.7083333333333333,0.6666666666666666,0.6511627906976745,0.7924528301886792,0.711111111111111,0.6363636363636364,0.6382978723404255,0.7777777777777779,0.6956521739130435,0.7272727272727272,0.7200000000000001,0.6976744186046512,0.7234042553191489,0.782608695652174,0.76
acp_mlacp,0.5666666666666667,0.4313725490196079,0.5098039215686275,0.5172413793103449,0.5614035087719298,0.5263157894736843,0.5263157894736843,0.46153846153846156,0.5000000000000001,0.5573770491803279,0.5538461538461538,0.4313725490196079,0.5000000000000001,0.5090909090909091,0.6333333333333333,0.42105263157894735,0.576271186440678,0.5555555555555556,0.5925925925925927,0.4081632653061225,0.3928571428571429,0.4814814814814815,0.6071428571428572,0.5714285714285715,0.6153846153846154,0.5901639344262294,0.4745762711864407,0.48148148148148157,0.5660377358490566,0.5084745762711864,0.5573770491803278,0.5357142857142857,0.48148148148148157,0.48148148148148157,0.44000000000000006,0.5454545454545454,0.6229508196721311,0.3673469387755103,0.5964912280701754,0.6440677966101694,0.4799999999999999,0.43636363636363634,0.5483870967741935,0.5818181818181818,0.48148148148148157,0.4727272727272727,0.6229508196721311,0.48148148148148157,0.4,0.48148148148148157
afp_amppred,0.7683615819209039,0.7674418604651164,0.7383367139959433,0.7863894139886578,0.7796610169491526,0.7680311890838206,0.7938931297709924,0.7637051039697543,0.7251908396946566,0.759013282732448,0.7954971857410882,0.7810650887573964,0.7509578544061302,0.7533980582524271,0.7547169811320755,0.7827715355805244,0.7455621301775148,0.7803030303030303,0.7569721115537847,0.7244094488188977,0.7470355731225297,0.7832699619771862,0.7665369649805447,0.7480916030534351,0.7656250000000001,0.7145631067961166,0.7432950191570881,0.7480620155038761,0.7576923076923077,0.768642447418738,0.7414829659318638,0.7410207939508506,0.7671232876712328,0.7911275415896488,0.7620889748549322,0.7606177606177605,0.7476280834914611,0.7773584905660377,0.7701149425287356,0.7565392354124749,0.7529411764705883,0.7695238095238095,0.7695238095238095,0.7706766917293232,0.7394636015325671,0.7648183556405354,0.7947269303201506,0.7523629489603025,0.7599999999999999,0.7573964497041421
afp_antifp,0.7426470588235294,0.7164179104477612,0.7131782945736433,0.7032967032967032,0.7107750472589791,0.7392120075046904,0.7444444444444444,0.6896551724137931,0.6704761904761904,0.7476635514018691,0.7231638418079096,0.725925925925926,0.7156308851224106,0.723404255319149,0.7233273056057865,0.7190569744597249,0.6988416988416988,0.73224043715847,0.7400379506641367,0.7360861759425494,0.7584905660377358,0.7177570093457943,0.7368421052631579,0.6793168880455408,0.7156308851224105,0.7536764705882354,0.7389705882352942,0.7132075471698113,0.6996336996336996,0.6884615384615385,0.7433962264150943,0.6679462571976967,0.6924564796905224,0.7318840579710145,0.7096774193548386,0.7039106145251396,0.6986564299424185,0.7216117216117216,0.7297297297297297,0.7061143984220907,0.7332053742802302,0.7354596622889307,0.7419962335216573,0.7430683918669131,0.704331450094162,0.7352380952380952,0.7258979206049149,0.7043314500941619,0.7161410018552875,0.7148148148148148
ai4avp,0.5,0.46875,0.469241773962804,0.48364153627311524,0.49725274725274726,0.5041782729805014,0.47405329593267886,0.4759206798866855,0.4767277856135402,0.456490727532097,0.4909847434119279,0.45598845598845594,0.48648648648648646,0.46629213483146065,0.46088193456614507,0.44508670520231214,0.4882758620689655,0.44186046511627913,0.4742857142857143,0.46958981612446954,0.4702549575070822,0.4562410329985653,0.5020804438280166,0.4881450488145048,0.4434782608695652,0.456490727532097,0.47510668563300146,0.46808510638297873,0.4972067039106145,0.4637268847795164,0.4619799139167862,0.4563380281690141,0.48459383753501395,0.4621968616262483,0.4872521246458923,0.44857142857142857,0.46065808297567956,0.47659574468085103,0.4866385372714487,0.46790299572039945,0.47887323943661975,0.4861878453038674,0.4182621502209131,0.4659090909090909,0.5253077975376197,0.48400556328233657,0.4951048951048951,0.4630681818181818,0.49147727272727265,0.43001443001443007
ai4avp_2,0.6956521739130435,0.6821705426356589,0.6837606837606838,0.6666666666666667,0.6615384615384615,0.6771653543307087,0.6976744186046511,0.732824427480916,0.7107438016528926,0.7218045112781956,0.628099173553719,0.7377049180327869,0.712121212121212,0.6721311475409836,0.7401574803149606,0.6962962962962964,0.6299212598425196,0.6825396825396826,0.7022900763358779,0.752,0.6829268292682927,0.6814814814814815,0.6956521739130435,0.7096774193548386,0.6610169491525424,0.701492537313433,0.7067669172932329,0.6771653543307087,0.6771653543307088,0.6229508196721311,0.712121212121212,0.631578947368421,0.7213114754098361,0.6567164179104478,0.7142857142857142,0.6976744186046511,0.6906474820143884,0.6942148760330579,0.7086614173228347,0.7058823529411765,0.703125,0.7086614173228345,0.6456692913385826,0.6307692307692307,0.7401574803149606,0.6814814814814815,0.6875,0.6290322580645161,0.6559999999999999,0.6935483870967741
aip_aippred,0.37398373983739835,0.39682539682539686,0.4558823529411765,0.4571428571428571,0.43410852713178294,0.366412213740458,0.4666666666666666,0.47058823529411764,0.4153846153846154,0.4640000000000001,0.4429530201342282,0.4590163934426229,0.4032258064516129,0.3823529411764706,0.4067796610169491,0.4525547445255475,0.39682539682539686,0.4817518248175182,0.3969465648854962,0.33870967741935487,0.3692307692307692,0.3636363636363636,0.5106382978723404,0.46896551724137925,0.49612403100775193,0.4848484848484849,0.45669291338582674,0.4461538461538461,0.3676470588235294,0.38333333333333336,0.48275862068965514,0.43609022556390975,0.43410852713178294,0.47692307692307695,0.4210526315789474,0.3937007874015748,0.46715328467153283,0.44776119402985076,0.4558823529411765,0.4776119402985074,0.5106382978723404,0.5,0.47407407407407404,0.3548387096774194,0.4094488188976378,0.45312499999999994,0.3464566929133859,0.5496183206106869,0.4233576642335766,0.41935483870967744
aip_antiinflam,0.4659498207885304,0.5,0.38281250000000006,0.4794520547945206,0.4581818181818182,0.46153846153846156,0.4745762711864407,0.46511627906976744,0.4444444444444444,0.39999999999999997,0.4680851063829787,0.4217687074829931,0.4876325088339223,0.4516129032258064,0.421455938697318,0.4791666666666667,0.47297297297297297,0.46545454545454545,0.416058394160584,0.45112781954887227,0.427536231884058,0.5100671140939597,0.5068493150684932,0.44982698961937717,0.45390070921985815,0.47653429602888087,0.4128113879003559,0.41780821917808214,0.4148148148148148,0.4620689655172414,0.5083612040133778,0.4673539518900344,0.4195804195804196,0.49110320284697506,0.4,0.4404332129963899,0.47653429602888087,0.41577060931899634,0.48666666666666664,0.4194756554307116,0.4879725085910653,0.45090909090909087,0.42446043165467623,0.40830449826989623,0.4214285714285715,0.42657342657342656,0.48936170212765956,0.4822695035460993,0.47857142857142854,0.4749163879598663
