,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
ace_vaxinpad,0.7047619047619048,0.7647058823529413,0.8403361344537814,0.7692307692307693,0.832116788321168,0.7580645161290323,0.7428571428571429,0.7254901960784315,0.8188976377952756,0.7894736842105264,0.7903225806451613,0.761904761904762,0.8076923076923076,0.8,0.7419354838709677,0.7524752475247524,0.7083333333333333,0.7580645161290323,0.7692307692307692,0.7592592592592592,0.6857142857142857,0.8205128205128205,0.7787610619469028,0.7796610169491526,0.8130081300813008,0.7543859649122806,0.7868852459016394,0.828125,0.8099173553719009,0.8141592920353982,0.7572815533980581,0.7102803738317758,0.8067226890756303,0.7567567567567568,0.6923076923076923,0.7809523809523811,0.7304347826086955,0.819672131147541,0.8070175438596492,0.7387387387387387,0.7857142857142858,0.6373626373626374,0.8188976377952757,0.7090909090909091,0.7,0.8214285714285715,0.7931034482758621,0.728813559322034,0.7692307692307693,0.8108108108108107,0.7572815533980581,0.8067226890756302,0.8545454545454545,0.7578947368421053,0.719298245614035,0.7154471544715447,0.717391304347826,0.8067226890756303,0.7796610169491526,0.7652173913043478,0.7339449541284404,0.7999999999999999,0.7017543859649122,0.728813559322034,0.8166666666666667,0.7999999999999999,0.7889908256880734,0.7238095238095238,0.7413793103448276,0.7768595041322315,0.8316831683168316,0.7407407407407408,0.7741935483870966,0.7454545454545455,0.8,0.7741935483870968,0.7833333333333332,0.7226890756302522,0.7927927927927928,0.8292682926829269,0.7619047619047618,0.6949152542372882,0.7301587301587301,0.8,0.6947368421052632,0.8333333333333334,0.7758620689655172,0.8173913043478261,0.7663551401869158,0.7719298245614035,0.8173913043478261,0.743362831858407,0.8225806451612904,0.7966101694915254,0.7889908256880733,0.7,0.782608695652174,0.7155963302752294,0.7102803738317757,0.780952380952381
acp_anticp,0.8421052631578948,0.7073170731707318,0.7555555555555555,0.8686868686868686,0.7474747474747474,0.75,0.7741935483870968,0.6976744186046512,0.8247422680412372,0.7789473684210526,0.7659574468085105,0.6585365853658537,0.8409090909090909,0.854368932038835,0.8539325842696629,0.8292682926829268,0.6956521739130435,0.7441860465116279,0.7551020408163266,0.8367346938775511,0.7916666666666666,0.78,0.7291666666666667,0.7865168539325843,0.7722772277227723,0.723404255319149,0.8275862068965518,0.6190476190476191,0.8,0.8043478260869565,0.7578947368421052,0.7766990291262136,0.7857142857142856,0.7945205479452055,0.7380952380952381,0.8679245283018867,0.7592592592592592,0.6881720430107526,0.8080808080808081,0.7032967032967032,0.7499999999999999,0.761904761904762,0.7959183673469387,0.7446808510638299,0.7816091954022989,0.7826086956521738,0.7446808510638298,0.821917808219178,0.7333333333333334,0.761904761904762,0.7959183673469387,0.7710843373493975,0.6744186046511628,0.7157894736842104,0.7912087912087912,0.836734693877551,0.819047619047619,0.8043478260869565,0.7474747474747475,0.7216494845360826,0.7441860465116279,0.8333333333333333,0.838095238095238,0.8125,0.627906976744186,0.7954545454545454,0.8181818181818183,0.7529411764705882,0.6746987951807228,0.7766990291262137,0.7346938775510203,0.7764705882352941,0.8541666666666666,0.7608695652173915,0.8118811881188118,0.7628865979381444,0.7999999999999999,0.7216494845360825,0.8260869565217391,0.7032967032967034,0.7959183673469387,0.7446808510638298,0.8045977011494252,0.7578947368421053,0.7722772277227723,0.8041237113402062,0.761904761904762,0.8200000000000001,0.7551020408163266,0.8155339805825242,0.7010309278350515,0.6875,0.7912087912087912,0.7789473684210526,0.816326530612245,0.8297872340425532,0.7422680412371134,0.7333333333333334,0.7422680412371134,0.7676767676767676
acp_iacp,0.8,0.5833333333333334,0.6037735849056604,0.7142857142857143,0.7619047619047619,0.6808510638297872,0.6666666666666667,0.7999999999999999,0.7659574468085106,0.7547169811320754,0.8260869565217392,0.5499999999999999,0.65,0.7547169811320754,0.7317073170731708,0.5454545454545455,0.7169811320754716,0.6666666666666667,0.6666666666666667,0.7307692307692308,0.6818181818181818,0.6808510638297872,0.7450980392156863,0.6,0.7017543859649124,0.5652173913043478,0.6666666666666666,0.6538461538461539,0.5128205128205128,0.6923076923076923,0.7407407407407407,0.689655172413793,0.7111111111111111,0.7727272727272727,0.6666666666666666,0.6792452830188679,0.6545454545454545,0.7111111111111111,0.6315789473684211,0.7719298245614035,0.6666666666666667,0.6341463414634146,0.7307692307692307,0.7391304347826088,0.7391304347826088,0.8260869565217391,0.6399999999999999,0.6666666666666667,0.7317073170731707,0.6363636363636364,0.7450980392156863,0.5641025641025642,0.6923076923076923,0.7142857142857143,0.7027027027027029,0.6885245901639344,0.627450980392157,0.6666666666666666,0.7407407407407408,0.679245283018868,0.7169811320754716,0.6250000000000001,0.6666666666666666,0.8181818181818181,0.7317073170731708,0.5818181818181819,0.7499999999999999,0.5853658536585366,0.7317073170731707,0.7666666666666666,0.611111111111111,0.5853658536585367,0.7058823529411765,0.7058823529411765,0.7234042553191489,0.6363636363636364,0.8076923076923076,0.6909090909090908,0.5909090909090908,0.6250000000000001,0.6538461538461539,0.7659574468085106,0.6956521739130435,0.7346938775510204,0.65,0.711111111111111,0.761904761904762,0.7142857142857143,0.7058823529411764,0.8135593220338982,0.7027027027027026,0.679245283018868,0.7727272727272727,0.6829268292682926,0.7666666666666667,0.7450980392156864,0.7083333333333333,0.6909090909090909,0.7555555555555556,0.7307692307692307
acp_mlacp,0.45283018867924524,0.6428571428571428,0.6153846153846153,0.4375,0.7058823529411765,0.48000000000000004,0.34615384615384615,0.5652173913043479,0.6885245901639344,0.4333333333333334,0.6333333333333333,0.5454545454545454,0.46153846153846156,0.5084745762711865,0.5263157894736842,0.5217391304347827,0.4347826086956521,0.52,0.4444444444444444,0.6666666666666667,0.39999999999999997,0.32142857142857145,0.46153846153846156,0.5263157894736843,0.6451612903225806,0.5862068965517242,0.6774193548387096,0.6440677966101694,0.5483870967741935,0.5882352941176471,0.6268656716417911,0.4193548387096774,0.5660377358490566,0.47058823529411753,0.5846153846153846,0.6229508196721311,0.6545454545454545,0.5172413793103449,0.5,0.47058823529411764,0.48387096774193544,0.5454545454545454,0.6944444444444444,0.4210526315789474,0.5581395348837208,0.576271186440678,0.5490196078431372,0.5901639344262295,0.44827586206896547,0.6774193548387097,0.41666666666666663,0.6060606060606061,0.46808510638297873,0.4583333333333333,0.4444444444444444,0.5423728813559322,0.3414634146341463,0.5294117647058824,0.46428571428571436,0.4528301886792453,0.5357142857142857,0.4583333333333333,0.5714285714285714,0.5538461538461539,0.5306122448979592,0.44827586206896547,0.6399999999999999,0.6285714285714286,0.4642857142857143,0.608695652173913,0.6440677966101694,0.45283018867924524,0.456140350877193,0.5000000000000001,0.47457627118644063,0.45833333333333337,0.5897435897435898,0.5396825396825397,0.6428571428571429,0.45614035087719296,0.4615384615384616,0.5757575757575758,0.46808510638297873,0.4897959183673469,0.5333333333333333,0.52,0.6031746031746033,0.6551724137931034,0.5614035087719298,0.631578947368421,0.4727272727272727,0.5079365079365079,0.5588235294117647,0.5185185185185185,0.4489795918367347,0.36363636363636365,0.5614035087719298,0.5263157894736842,0.509090909090909,0.625
afp_amppred,0.7290836653386455,0.782122905027933,0.7269076305220883,0.7390476190476191,0.7744360902255638,0.7224334600760456,0.7795275590551181,0.7519083969465649,0.7248062015503877,0.7695167286245354,0.7247524752475247,0.7086614173228347,0.757936507936508,0.763157894736842,0.7481203007518796,0.7485380116959066,0.7504621072088724,0.7398843930635838,0.7406015037593984,0.7276190476190477,0.7392120075046905,0.707456978967495,0.7712177121771218,0.7362204724409449,0.7569721115537849,0.7444444444444445,0.7490196078431373,0.734225621414914,0.7386363636363636,0.7175572519083969,0.7600767754318617,0.7733812949640287,0.7901701323251418,0.729678638941399,0.7490347490347491,0.7169042769857433,0.7240704500978473,0.7471264367816093,0.7305389221556886,0.7410207939508505,0.7401869158878505,0.7514450867052023,0.7532956685499058,0.7370517928286853,0.7318007662835249,0.6951219512195121,0.7209775967413441,0.7358121330724069,0.7037773359840955,0.7227926078028747,0.7414829659318636,0.7081712062256809,0.7755102040816325,0.7655677655677656,0.75,0.7384615384615384,0.7446393762183235,0.7304964539007093,0.7707509881422925,0.751851851851852,0.724202626641651,0.7701375245579567,0.716242661448141,0.7397769516728624,0.7379032258064516,0.7528517110266161,0.7568627450980392,0.7476635514018691,0.7453183520599252,0.728744939271255,0.7021696252465484,0.7123809523809524,0.7569573283858997,0.7341269841269842,0.7529880478087649,0.7243460764587525,0.7381443298969073,0.762250453720508,0.75717017208413,0.7683397683397682,0.7378640776699029,0.7590132827324478,0.7495219885277247,0.7647058823529412,0.7485822306238186,0.7635009310986964,0.727927927927928,0.7366336633663366,0.7286245353159851,0.7221172022684311,0.7392996108949417,0.7416974169741698,0.7579737335834897,0.7384615384615385,0.7378640776699029,0.748,0.7560521415270018,0.7233201581027667,0.7885714285714285,0.7418738049713193
afp_antifp,0.6877323420074349,0.6413662239089185,0.7153558052434458,0.7097966728280961,0.6741996233521658,0.6823956442831216,0.6641929499072355,0.6691871455576559,0.6814814814814816,0.6802218114602588,0.707182320441989,0.676923076923077,0.712686567164179,0.6844919786096256,0.6877323420074349,0.674373795761079,0.6865671641791046,0.6787658802177858,0.684981684981685,0.6340508806262232,0.701067615658363,0.6532846715328468,0.6653992395437262,0.6921675774134791,0.6705202312138729,0.7099236641221374,0.6968503937007873,0.7018181818181818,0.7491166077738516,0.6863468634686347,0.6679035250463822,0.661764705882353,0.636542239685658,0.6974169741697417,0.6931818181818181,0.6890130353817505,0.6891385767790263,0.6990990990990991,0.6887661141804788,0.68796992481203,0.6465028355387524,0.7180385288966725,0.7063197026022304,0.6666666666666666,0.6907020872865276,0.7088122605363986,0.690978886756238,0.6920289855072465,0.7236363636363635,0.6641074856046065,0.6466165413533834,0.611764705882353,0.6901669758812616,0.7113594040968344,0.6901669758812616,0.6852886405959032,0.6666666666666667,0.7020109689213894,0.6788990825688074,0.6714031971580817,0.6833013435700577,0.6979362101313321,0.690566037735849,0.6617100371747212,0.7039106145251398,0.6727941176470589,0.7100371747211897,0.6920152091254753,0.6539196940726577,0.6863468634686347,0.7126436781609196,0.6880907372400755,0.6629422718808193,0.7065217391304348,0.6741154562383613,0.6969696969696969,0.6905660377358491,0.6896551724137931,0.6885245901639345,0.7075306479859894,0.7088122605363985,0.6716697936210132,0.7050092764378478,0.7052238805970148,0.6517690875232776,0.7054409005628519,0.6641929499072357,0.6964285714285714,0.7101449275362319,0.6519337016574586,0.662962962962963,0.6992481203007519,0.6629213483146067,0.7214285714285715,0.6880907372400757,0.6728280961182994,0.6363636363636364,0.6666666666666667,0.7168458781362008,0.6603053435114504
ai4avp,0.48710601719197705,0.47802197802197804,0.45594405594405596,0.4459833795013851,0.4694167852062589,0.4470246734397678,0.4630681818181819,0.4831625183016106,0.4253632760898283,0.49235474006116214,0.4739195230998509,0.4750000000000001,0.5000000000000001,0.48057553956834526,0.4667609618104667,0.41960183767228176,0.4356435643564356,0.48226950354609927,0.49103448275862077,0.46380697050938335,0.43704775687409547,0.4701086956521739,0.48688046647230315,0.4330175913396482,0.4814264487369985,0.5033647375504711,0.43478260869565216,0.49375866851595007,0.4491017964071856,0.42605156037991854,0.4356725146198831,0.45945945945945943,0.45915492957746484,0.4373259052924791,0.44600280504908835,0.47919655667144906,0.45161290322580633,0.4793388429752067,0.43947368421052624,0.47632711621233853,0.4621848739495798,0.4890710382513662,0.4640234948604993,0.47714285714285715,0.4730878186968838,0.47074829931972784,0.48189415041782735,0.4588744588744589,0.5059602649006623,0.47875354107648727,0.42642642642642636,0.4447592067988669,0.461118690313779,0.47740112994350276,0.5068493150684932,0.5054347826086957,0.4531886024423338,0.47943262411347526,0.48236953455571224,0.46703296703296704,0.41562064156206413,0.469241773962804,0.4518950437317784,0.41741741741741745,0.4189944134078212,0.4558404558404558,0.4338781575037147,0.4665757162346522,0.4674965421853389,0.4676056338028169,0.4550408719346049,0.466403162055336,0.4576043068640646,0.4942857142857142,0.4581005586592179,0.44548286604361365,0.46428571428571425,0.5022026431718062,0.44943820224719105,0.47714285714285715,0.4592391304347826,0.43465909090909094,0.4483221476510067,0.4625322997416021,0.47026279391424625,0.44507042253521134,0.4655172413793104,0.4902506963788301,0.5071633237822349,0.5072655217965654,0.45810055865921784,0.4450704225352113,0.4498480243161094,0.4709066305818674,0.45108695652173914,0.49660786974219806,0.4644808743169399,0.4434523809523809,0.47782546494992845,0.4663072776280323
ai4avp_2,0.6984126984126985,0.6956521739130435,0.6870229007633588,0.7076923076923077,0.6557377049180327,0.6504065040650405,0.7518796992481204,0.603448275862069,0.6461538461538462,0.6861313868613139,0.6666666666666667,0.712121212121212,0.5641025641025642,0.637037037037037,0.6944444444444444,0.7166666666666666,0.6865671641791045,0.6218487394957982,0.6617647058823529,0.7194244604316549,0.6666666666666666,0.6507936507936508,0.7559055118110236,0.7142857142857143,0.7007299270072993,0.688,0.7538461538461538,0.7083333333333334,0.7285714285714286,0.6461538461538461,0.6721311475409837,0.7164179104477612,0.588235294117647,0.6093749999999999,0.6853146853146853,0.7424242424242424,0.6821705426356589,0.6870229007633587,0.6666666666666666,0.6417910447761194,0.6616541353383459,0.6428571428571429,0.6259541984732825,0.712121212121212,0.6870229007633588,0.6491228070175439,0.7031250000000001,0.7008547008547009,0.6470588235294118,0.6268656716417911,0.576,0.6811594202898551,0.7,0.696969696969697,0.7611940298507462,0.6818181818181819,0.6065573770491802,0.712121212121212,0.6333333333333334,0.6466165413533835,0.7142857142857143,0.6666666666666667,0.676923076923077,0.6721311475409837,0.7596899224806203,0.7007299270072992,0.6564885496183205,0.6511627906976746,0.6666666666666666,0.6917293233082707,0.7049180327868853,0.7244094488188977,0.7014925373134329,0.696969696969697,0.6470588235294118,0.6771653543307086,0.6870229007633589,0.6290322580645162,0.6412213740458016,0.6518518518518519,0.782608695652174,0.6299212598425197,0.631578947368421,0.6875,0.6614173228346457,0.6349206349206349,0.8091603053435116,0.72992700729927,0.6562499999999999,0.6363636363636365,0.6446280991735538,0.701492537313433,0.7538461538461538,0.661290322580645,0.7058823529411765,0.706766917293233,0.7482014388489209,0.6935483870967741,0.7153284671532846,0.7384615384615385
aip_aippred,0.36036036036036034,0.4202898550724638,0.4098360655737705,0.4,0.510948905109489,0.39682539682539686,0.390625,0.42647058823529416,0.3731343283582089,0.411764705882353,0.5755395683453238,0.336,0.4461538461538462,0.375,0.43076923076923074,0.47407407407407404,0.41071428571428564,0.38655462184873945,0.417910447761194,0.4806201550387597,0.4833333333333334,0.4031007751937985,0.46153846153846156,0.4689655172413793,0.39999999999999997,0.5285714285714286,0.4383561643835617,0.5109489051094891,0.4166666666666667,0.5205479452054794,0.5038167938931297,0.4782608695652174,0.4444444444444445,0.4782608695652174,0.4492753623188406,0.4755244755244756,0.48437499999999994,0.5032258064516129,0.4755244755244755,0.4516129032258065,0.34710743801652894,0.37606837606837606,0.503225806451613,0.47328244274809167,0.48951048951048964,0.375,0.49624060150375937,0.3716814159292035,0.48920863309352525,0.5142857142857143,0.39024390243902435,0.4426229508196721,0.4028776978417266,0.3898305084745763,0.4661654135338346,0.4428571428571429,0.38848920863309355,0.39062499999999994,0.4580152671755725,0.3939393939393939,0.4931506849315068,0.42553191489361697,0.46896551724137925,0.4,0.47619047619047616,0.49295774647887325,0.4496124031007752,0.37209302325581395,0.4492753623188406,0.4507042253521127,0.43548387096774194,0.4444444444444444,0.5147058823529411,0.4878048780487806,0.5039370078740157,0.3970588235294118,0.48437500000000006,0.40287769784172667,0.4852941176470588,0.39344262295081966,0.32520325203252026,0.3149606299212598,0.4316546762589928,0.4409448818897638,0.3880597014925374,0.46511627906976744,0.46478873239436613,0.4545454545454546,0.40322580645161293,0.3870967741935483,0.3442622950819672,0.42519685039370075,0.34108527131782945,0.4,0.4545454545454546,0.42962962962962964,0.40875912408759124,0.5035971223021584,0.5109489051094891,0.4793388429752067
aip_antiinflam,0.427536231884058,0.3740458015267175,0.427536231884058,0.4527027027027027,0.4475524475524475,0.4615384615384615,0.4571428571428572,0.4676258992805756,0.4855072463768116,0.48591549295774644,0.43478260869565216,0.49324324324324326,0.4412811387900356,0.41281138790035593,0.45774647887323944,0.5052631578947369,0.46494464944649444,0.4444444444444445,0.456140350877193,0.5016722408026756,0.4709897610921502,0.4697508896797153,0.4794520547945205,0.43478260869565216,0.4641638225255973,0.4652777777777778,0.5104895104895105,0.5093167701863354,0.445859872611465,0.4913494809688581,0.44755244755244755,0.47260273972602734,0.37944664031620545,0.43986254295532645,0.43416370106761565,0.46886446886446886,0.4705882352941177,0.4714285714285714,0.46209386281588444,0.41353383458646614,0.4736842105263158,0.3893129770992367,0.49635036496350365,0.43609022556390975,0.4647887323943662,0.4864864864864865,0.4794520547945206,0.4810996563573883,0.4444444444444444,0.44363636363636366,0.4928571428571429,0.3717472118959107,0.48591549295774644,0.41304347826086957,0.43816254416961126,0.5352112676056338,0.46886446886446886,0.4195804195804196,0.40282685512367494,0.4934210526315789,0.5072463768115942,0.48666666666666664,0.5156794425087108,0.47651006711409394,0.5150501672240803,0.42490842490842484,0.42222222222222217,0.4965517241379309,0.49659863945578225,0.44912280701754387,0.5,0.48251748251748244,0.4870848708487084,0.4962962962962963,0.4318181818181818,0.48083623693379784,0.44117647058823534,0.4452054794520548,0.42585551330798477,0.4359861591695502,0.4533333333333333,0.4755244755244755,0.4913494809688581,0.5071428571428572,0.46376811594202905,0.4609665427509294,0.40830449826989623,0.48648648648648646,0.44274809160305345,0.45270270270270274,0.407843137254902,0.4797047970479704,0.4936708860759493,0.44999999999999996,0.47868852459016387,0.48951048951048953,0.47297297297297297,0.4965034965034965,0.46808510638297873,0.4444444444444444
