,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
ace_vaxinpad,0.8073394495412843,0.7787610619469026,0.8275862068965518,0.7894736842105262,0.7407407407407408,0.7966101694915254,0.888888888888889,0.7500000000000001,0.8076923076923077,0.8392857142857143,0.8571428571428571,0.8347826086956522,0.761904761904762,0.8000000000000002,0.7962962962962963,0.7894736842105263,0.7787610619469026,0.8771929824561403,0.8392857142857143,0.8073394495412844,0.7747747747747747,0.782608695652174,0.7857142857142857,0.8888888888888888,0.8347826086956521,0.8067226890756303,0.7964601769911505,0.7289719626168225,0.7961165048543688,0.7964601769911505,0.8571428571428572,0.8067226890756303,0.7719298245614035,0.8073394495412844,0.7884615384615384,0.7592592592592592,0.810344827586207,0.8099173553719008,0.8190476190476191,0.8620689655172413,0.7521367521367521,0.8545454545454545,0.8148148148148149,0.8,0.8288288288288289,0.8067226890756303,0.8468468468468469,0.7999999999999999,0.7818181818181817,0.7378640776699028
acp_anticp,0.8043478260869565,0.7422680412371134,0.7526881720430108,0.8351648351648352,0.775,0.8163265306122449,0.8043478260869565,0.7628865979381444,0.7142857142857142,0.776470588235294,0.8314606741573033,0.7333333333333333,0.7708333333333334,0.7368421052631577,0.7951807228915663,0.7333333333333333,0.7499999999999999,0.8367346938775511,0.8089887640449439,0.7674418604651163,0.8172043010752689,0.7083333333333334,0.7727272727272727,0.7741935483870969,0.8139534883720929,0.7368421052631577,0.7586206896551724,0.8571428571428571,0.735632183908046,0.7659574468085106,0.7954545454545455,0.7586206896551724,0.7619047619047619,0.6947368421052631,0.776470588235294,0.7128712871287128,0.7441860465116279,0.8181818181818183,0.7126436781609196,0.8131868131868132,0.6956521739130436,0.8659793814432989,0.7956989247311829,0.7209302325581395,0.775,0.7422680412371134,0.7816091954022989,0.7640449438202247,0.7619047619047619,0.7391304347826088
acp_iacp,0.7083333333333333,0.6956521739130435,0.7692307692307692,0.6818181818181819,0.7450980392156864,0.6153846153846153,0.7843137254901961,0.6511627906976745,0.5853658536585367,0.8260869565217391,0.6530612244897959,0.84,0.6666666666666666,0.7391304347826088,0.6818181818181819,0.6222222222222222,0.6190476190476191,0.7450980392156864,0.8085106382978724,0.6538461538461539,0.6818181818181818,0.6808510638297872,0.6923076923076924,0.7391304347826088,0.7391304347826088,0.6190476190476191,0.6190476190476191,0.76,0.7346938775510203,0.7999999999999999,0.8235294117647057,0.6938775510204083,0.6938775510204083,0.6666666666666667,0.7450980392156864,0.7234042553191489,0.6382978723404255,0.6976744186046512,0.7307692307692308,0.7441860465116279,0.6,0.5957446808510638,0.7857142857142857,0.6666666666666667,0.7272727272727272,0.68,0.7272727272727273,0.6666666666666667,0.782608695652174,0.6666666666666667
acp_mlacp,0.6101694915254237,0.5,0.4081632653061225,0.5555555555555556,0.48148148148148157,0.5614035087719298,0.5172413793103448,0.5283018867924528,0.34782608695652173,0.5454545454545455,0.6060606060606061,0.423076923076923,0.5925925925925927,0.4727272727272727,0.5964912280701754,0.46428571428571425,0.4814814814814815,0.5000000000000001,0.5185185185185186,0.4,0.43636363636363634,0.5614035087719298,0.5555555555555556,0.5,0.5806451612903226,0.6779661016949152,0.5,0.48,0.5000000000000001,0.456140350877193,0.6440677966101696,0.4905660377358491,0.4642857142857143,0.5000000000000001,0.43137254901960786,0.4666666666666667,0.5517241379310345,0.33333333333333337,0.5614035087719298,0.6071428571428572,0.5098039215686275,0.3773584905660377,0.5263157894736842,0.5517241379310345,0.49056603773584906,0.4727272727272727,0.576271186440678,0.52,0.3846153846153846,0.5185185185185186
afp_amppred,0.7570621468926554,0.7715930902111324,0.7433264887063655,0.8037383177570093,0.7703703703703704,0.7606177606177605,0.7923809523809523,0.7754318618042226,0.7223300970873786,0.776061776061776,0.775047258979206,0.7869481765834933,0.7666034155597724,0.7524366471734893,0.7738317757009345,0.7813084112149532,0.7652859960552267,0.791044776119403,0.7564356435643566,0.7233201581027668,0.7655310621242485,0.7727272727272728,0.7595419847328244,0.7442748091603053,0.7421874999999999,0.7430830039525691,0.7372549019607844,0.7533460803059273,0.7600767754318619,0.7822736030828517,0.7578125,0.7773584905660377,0.7680311890838206,0.7807692307692307,0.7674418604651162,0.7639155470249519,0.7622641509433964,0.7765151515151516,0.7722007722007722,0.7651821862348177,0.7445544554455447,0.7879924953095684,0.7480916030534351,0.7727272727272728,0.7604562737642586,0.7639155470249519,0.77882797731569,0.7541589648798522,0.7579365079365079,0.76171875
afp_antifp,0.7313432835820896,0.7286245353159851,0.6866267465069861,0.7356746765249537,0.7486238532110091,0.7206165703275529,0.736648250460405,0.6944971537001897,0.6692015209125476,0.7443609022556391,0.7333333333333334,0.7272727272727273,0.6937269372693727,0.7173489278752437,0.745945945945946,0.7279411764705882,0.7538461538461538,0.705223880597015,0.7024952015355087,0.7358834244080147,0.7509578544061303,0.7224334600760457,0.7388059701492538,0.711864406779661,0.7472118959107806,0.7789855072463767,0.724202626641651,0.7283018867924528,0.7376146788990826,0.7248576850094876,0.7430683918669131,0.7058823529411765,0.7159533073929961,0.7444444444444444,0.7116788321167884,0.7309833024118738,0.7231638418079096,0.7410071942446043,0.7404580152671757,0.7262357414448669,0.7471698113207549,0.6967984934086628,0.7392120075046904,0.7421150278293135,0.6895238095238096,0.7388059701492538,0.7206165703275529,0.7235621521335807,0.7540394973070018,0.7354596622889306
ai4avp,0.4915730337078651,0.4650499286733238,0.4641833810888252,0.4786324786324786,0.485273492286115,0.4893917963224894,0.456490727532097,0.49083215796897034,0.4828571428571429,0.47375886524822697,0.4888888888888889,0.44541484716157204,0.48068669527897,0.4428364688856729,0.46241134751773055,0.45021645021645024,0.4730878186968838,0.44767441860465124,0.49226441631504914,0.4672364672364672,0.47092198581560285,0.46351931330472107,0.5069252077562327,0.4724186704384724,0.4566473988439306,0.4551920341394025,0.47875354107648727,0.4584527220630373,0.4971751412429378,0.4724186704384724,0.488078541374474,0.4447632711621235,0.5013850415512465,0.4764621968616263,0.4557329462989841,0.47142857142857136,0.4725738396624472,0.47510668563300146,0.47875354107648727,0.4715909090909091,0.48441926345609065,0.5013927576601671,0.4205882352941176,0.4511494252873563,0.5034770514603616,0.48876404494382014,0.5069637883008357,0.483050847457627,0.4756446991404012,0.42939481268011526
ai4avp_2,0.7101449275362318,0.672,0.7304347826086958,0.6386554621848739,0.6818181818181819,0.6451612903225806,0.6825396825396826,0.71875,0.7166666666666668,0.7131782945736435,0.6000000000000001,0.7288135593220338,0.7,0.6504065040650407,0.7286821705426356,0.7368421052631579,0.6016260162601625,0.6290322580645161,0.676923076923077,0.7704918032786885,0.6833333333333333,0.6666666666666666,0.6906474820143884,0.7559055118110236,0.6608695652173913,0.7424242424242425,0.6929133858267716,0.7131782945736433,0.7086614173228347,0.6559999999999999,0.7175572519083969,0.6323529411764706,0.7540983606557377,0.6917293233082706,0.7,0.7131782945736433,0.6808510638297872,0.7479674796747967,0.712121212121212,0.7272727272727273,0.703125,0.688,0.6386554621848739,0.6349206349206349,0.7175572519083969,0.7058823529411764,0.6929133858267716,0.6829268292682927,0.6504065040650407,0.6554621848739496
aip_aippred,0.39682539682539686,0.3636363636363636,0.46043165467625896,0.44285714285714284,0.4925373134328358,0.3511450381679389,0.48387096774193544,0.43283582089552236,0.4242424242424242,0.396694214876033,0.4799999999999999,0.4390243902439025,0.3870967741935483,0.3384615384615384,0.46969696969696967,0.39999999999999997,0.4592592592592593,0.4661654135338346,0.3414634146341463,0.3606557377049181,0.3969465648854962,0.416,0.4724409448818898,0.4489795918367347,0.49206349206349204,0.4558823529411765,0.5263157894736842,0.435483870967742,0.42758620689655175,0.38983050847457634,0.4153846153846154,0.5223880597014926,0.396694214876033,0.40983606557377045,0.3779527559055118,0.384,0.4427480916030534,0.4724409448818898,0.45390070921985815,0.45669291338582674,0.46969696969696967,0.4580152671755725,0.40310077519379844,0.3650793650793651,0.43410852713178294,0.43410852713178294,0.37499999999999994,0.4782608695652174,0.41791044776119407,0.40650406504065045
aip_antiinflam,0.45774647887323944,0.4791666666666667,0.35856573705179284,0.4573378839590444,0.45090909090909087,0.45692883895131087,0.45936395759717313,0.4513888888888889,0.4363636363636364,0.3937007874015748,0.3795620437956205,0.4181184668989547,0.47183098591549294,0.43109540636042404,0.4075471698113208,0.46975088967971534,0.4539007092198581,0.4014869888475837,0.41454545454545455,0.43307086614173235,0.4332129963898917,0.4452296819787986,0.4642857142857143,0.45229681978798586,0.4444444444444445,0.3969465648854962,0.46099290780141844,0.41134751773049644,0.4521072796934865,0.44366197183098594,0.4771929824561403,0.4429065743944636,0.43262411347517726,0.4492753623188406,0.39080459770114945,0.4357142857142857,0.4626334519572954,0.3840579710144928,0.4579124579124579,0.46715328467153283,0.4581818181818182,0.4892086330935252,0.437956204379562,0.4098939929328622,0.4581818181818182,0.3957597173144876,0.43076923076923085,0.4402985074626866,0.40425531914893614,0.43508771929824563
